,name,obsid,ra,dec,uvw2_mag,uvw2_mag_err,uvm2_mag,uvm2_mag_err,uvw1_mag,uvw1_mag_err,Umag,e_Umag,Bmag,e_Bmag,Vmag,e_Vmag,Imag,e_Imag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,uvw2_resid_frac,uvw2_saturated,uvw2_sss,uvw2_edge,uvm2_resid_frac,uvm2_saturated,uvm2_sss,uvm2_edge,uvw1_resid_frac,uvw1_saturated,uvw1_sss,uvw1_edge,mcps_flag,uvw2_key,uvw2_pix_x,uvw2_pix_y,uvm2_key,uvm2_pix_x,uvm2_pix_y,uvw1_key,uvw1_pix_x,uvw1_pix_y,Separation_in_as
95797,lmc-obs45461-2254,45461,77.20174499999999,-69.08861999999999,18.825305938720703,0.280561089515686,18.634071350097656,0.2953125238418579,18.79228401184082,0.3130542337894439,19.554,0.129,19.575,0.047,19.345,0.072,19.625,0.149,,,,,,,0.3333871025871859,0.0,1.0,1.0,0.3305105704979824,0.0,1.0,1.0,0.4099243221141807,0.0,1.0,1.0,10.0,18628.0,560.8218491699472,649.8873575125123,18552.0,553.0369765691115,636.569563308032,18582.0,553.5880354950598,635.5533635229745,11.889953514586418
95800,lmc-obs45461-2257,45461,77.20233,-69.09188,17.111047744750973,0.0840853601694107,17.538537979125973,0.1302730292081833,17.53170394897461,0.1168232262134552,18.888,0.088,18.9,0.051,18.916,0.098,19.191,0.099,,,,,,,1.2371351106311448,0.0,1.0,1.0,1.1178440864752537,0.0,1.0,1.0,0.7254551950462309,0.0,1.0,1.0,10.0,18660.0,560.1021794065781,638.2018896701367,18584.0,552.3054330592505,624.8833613967148,18614.0,552.8608929213362,623.8708685166001,4.48917699370017
95801,lmc-obs45461-2258,45461,77.20234500000002,-69.08988000000001,,,17.989459991455078,0.1787944883108139,18.024751663208008,0.1673492491245269,18.696,0.124,18.939,0.049,18.728,0.115,18.809,0.064,,,,,,,,,,,-0.1117183021211371,0.0,1.0,1.0,0.1478837038193872,0.0,1.0,1.0,10.0,,,,18585.0,552.275971104592,632.0522636041857,18615.0,552.8290494053273,631.0372251419844,7.57040354452942
95808,lmc-obs45461-2265,45461,77.20359,-69.1014,17.670970916748047,0.1144367903470993,17.663806915283203,0.1364306509494781,17.558822631835938,0.1176858991384506,17.644000000000005,0.061,18.149,0.044,18.026,0.078,18.153,0.062,,,,,,,0.083788194634412,0.0,1.0,1.0,0.1130576545436608,0.0,1.0,1.0,0.0031616285457936,0.0,1.0,1.0,10.0,18707.0,558.573800013948,604.0757405065425,18632.0,550.7428113620334,590.7580788898116,18662.0,551.310926533366,589.7575969708092,35.38741823855253
95814,lmc-obs45461-2271,45461,77.205285,-69.08943000000001,18.47384452819824,0.2114437818527221,18.758621215820312,0.3270935714244842,,,,,,,,,,,,,,,,,1.0383685571877732,0.0,1.0,1.0,1.4043488999375662,0.0,1.0,1.0,,,,,,18767.0,556.3021721167903,646.9751322342933,18692.0,548.5129830821112,633.6609646979729,,,,7.833365817059514
95818,lmc-obs45461-2275,45461,77.206365,-69.0881,18.526933670043945,0.2201839983463288,18.42806434631348,0.2501911520957947,18.33617401123047,0.2149509340524672,19.103,0.115,18.971,0.088,18.112,0.127,0.0,0.0,,,,,,,0.7353522894942647,0.0,1.0,1.0,0.703785044387236,0.0,1.0,1.0,-0.2882288756968571,0.0,1.0,1.0,0.0,18802.0,554.9092262935013,651.7389765396409,18727.0,547.1243163506165,638.426713514327,18758.0,547.6787341273972,637.4067645430276,12.625974054074296
95830,lmc-obs45461-2287,45461,77.2101,-69.0884,13.473604202270508,0.0423789769411087,13.41089153289795,0.0428649336099624,13.370646476745604,0.0423399470746517,13.727,0.049,14.382,0.0289999999999999,14.407,0.0289999999999999,14.559,0.037,,,,,,,0.1088757149798261,0.0,1.0,1.0,0.0871387530199271,0.0,1.0,1.0,0.0759039782707976,0.0,1.0,1.0,10.0,18947.0,550.1354913576301,650.6536410958454,18870.0,542.3480463650227,637.3454908875374,18901.0,542.9060435822465,636.3234129767826,12.812646524375442
95834,lmc-obs45461-2291,45461,77.210265,-69.08327,18.916837692260746,0.3010577261447906,18.75494384765625,0.3164790570735931,,,,,,,,,,,,,,,,,0.1121038729215207,0.0,1.0,1.0,0.1423689928306905,0.0,1.0,1.0,,,,,,18955.0,549.877386428574,669.0385269708543,18878.0,542.1078823285469,655.7339640630621,,,,30.547740758214147
95849,lmc-obs45461-2306,45461,77.212515,-69.08785,,,18.68574333190918,0.3060055077075958,,,,,,,,,,,,,,,,,,,,,0.4879781042743385,0.0,1.0,1.0,,,,,,,,,18957.0,539.2555136107967,639.3130047380582,,,,16.066661753657897
98365,lmc-obs45461-4822,45461,77.17738499999999,-69.09241999999999,18.57259559631348,0.2353411763906479,,,,,,,,,,,,,,,,,,,-0.0044417887013443,0.0,1.0,1.0,,,,,,,,,,17764.0,591.9983692668693,636.322843520769,,,,,,,36.5414094778859
