,name,obsid,ra,dec,uvw2_mag,uvw2_mag_err,uvm2_mag,uvm2_mag_err,uvw1_mag,uvw1_mag_err,Umag,e_Umag,Bmag,e_Bmag,Vmag,e_Vmag,Imag,e_Imag,Jmag,e_Jmag,Hmag,e_Hmag,Ksmag,e_Ksmag,uvw2_resid_frac,uvw2_saturated,uvw2_sss,uvw2_edge,uvm2_resid_frac,uvm2_saturated,uvm2_sss,uvm2_edge,uvw1_resid_frac,uvw1_saturated,uvw1_sss,uvw1_edge,mcps_flag,uvw2_key,uvw2_pix_x,uvw2_pix_y,uvm2_key,uvm2_pix_x,uvm2_pix_y,uvw1_key,uvw1_pix_x,uvw1_pix_y,Separation_in_as
420946,lmc-obs45578-812,45578,76.189425,-69.0296,14.076276779174805,0.0473389513790607,14.055583000183104,0.0497792698442936,14.185670852661133,0.0491939410567283,15.447,0.052,16.076,0.0559999999999999,16.26,0.042,16.151,0.047,,,,,,,0.0450175815872978,0.0,1.0,1.0,0.0446756481616945,0.0,1.0,1.0,0.0245767928639951,0.0,1.0,1.0,10.0,12029.0,919.2264660143844,811.6033494571143,11994.0,912.176249923146,802.4183774240172,11961.0,913.7521551053766,802.3121954061473,38.53513001236071
420966,lmc-obs45578-832,45578,76.19421,-69.03444,18.166696548461918,0.2903624475002289,17.934188842773438,0.2867044508457184,17.94683265686035,0.2828184962272644,17.552,0.062,17.69,0.0559999999999999,17.646,0.0559999999999999,17.68,0.0559999999999999,,,,,,,0.0921375514446779,0.0,1.0,1.0,0.0945483815170044,0.0,1.0,1.0,0.0265753894296063,0.0,1.0,1.0,10.0,12235.0,913.0089416628996,794.3045581822518,12198.0,905.9583063128828,785.1010153445021,12166.0,907.5321045330144,785.004526022977,20.527646795167378
420978,lmc-obs45578-844,45578,76.196925,-69.04099000000001,17.010551452636722,0.1252485662698745,17.098220825195312,0.1568127870559692,17.198022842407227,0.1620827466249466,17.320999999999998,0.059,17.574,0.0559999999999999,17.627,0.065,17.922,0.099,,,,,,,0.2399397001765478,0.0,1.0,1.0,0.0833148333398728,0.0,1.0,1.0,0.1546280530134552,0.0,1.0,1.0,10.0,12344.0,909.4206142050156,770.8704869284427,12307.0,902.3717615248504,761.6449656179487,12275.0,903.9406722021306,761.5609087607531,4.240759077029765
420981,lmc-obs45578-847,45578,76.19751,-69.03043000000001,17.396194458007812,0.1611753404140472,17.413366317749027,0.1957407295703888,17.357797622680664,0.1780969351530075,17.505,0.103,17.649,0.042,17.644000000000005,0.055,17.685,0.065,,,,,,,0.1346577220636826,0.0,1.0,1.0,0.1581045362650884,0.0,1.0,1.0,0.0981891166695483,0.0,1.0,1.0,10.0,12362.0,908.8417247892088,808.6752785295407,12325.0,901.786875435428,799.4859363929288,12293.0,903.3666966126816,799.3822505615881,35.150250006713215
421003,lmc-obs45578-869,45578,76.20123000000001,-69.03445,,,18.162416458129886,0.3436528146266937,18.171693801879886,0.3370354473590851,19.124,0.136,18.552,0.073,18.414,0.079,18.794,0.089,,,,,,,,,,,0.3145230413226316,0.0,1.0,1.0,0.139524465554849,0.0,1.0,1.0,20.0,,,,12501.0,896.9506784649844,785.1006013868439,12469.0,898.528612867255,785.0049912450934,22.170310871737524
421041,lmc-obs45578-907,45578,76.20897000000002,-69.04465,16.975996017456055,0.1220735609531402,16.884550094604492,0.1345625817775726,16.940576553344727,0.1367681175470352,17.248,0.061,17.665,0.073,17.659000000000006,0.074,17.804000000000006,0.057,,,,,,,0.1057457327906236,0.0,1.0,1.0,0.0937349495793353,0.0,1.0,1.0,0.0086542069193539,0.0,1.0,1.0,10.0,12864.0,893.9202734114833,757.8277706387123,12825.0,886.8665097565163,748.5896694755307,12793.0,888.4390176776425,748.5139230420607,24.57317037798483
421066,lmc-obs45578-932,45578,76.21374,-69.03958,16.749765396118164,0.1073053479194641,16.520898818969727,0.1089623346924781,16.72877311706543,0.1183287724852562,16.897000000000002,0.063,17.252,0.038,17.309,0.068,17.394000000000002,0.062,,,,,,,0.1037528447340155,0.0,1.0,1.0,0.1122799420444092,0.0,1.0,1.0,0.0993950650667809,0.0,1.0,1.0,10.0,13078.0,887.882827464801,776.0030024330765,13039.0,880.8236596591663,766.7795943340521,13007.0,882.4038952064776,766.6952480830781,24.67277800636254
421075,lmc-obs45578-941,45578,76.21647,-69.0476,18.24364471435547,0.3060026168823242,18.043609619140625,0.294037401676178,,,,,,,,,,,,,,,,,0.1816861838740025,0.0,1.0,1.0,0.2030736651213535,0.0,1.0,1.0,,,,,,13195.0,884.2611140373393,747.3015132903885,13155.0,877.2049487035358,738.0543767223163,,,,38.87029147738729
421083,lmc-obs45578-949,45578,76.21770000000002,-69.0415,17.844247817993164,0.2272085398435593,17.573205947875973,0.2077218443155288,17.78731346130371,0.2549051642417908,17.897000000000006,0.067,18.358,0.046,18.206,0.099,0.0,0.0,,,,,,,0.1902929207176604,0.0,1.0,1.0,0.1946985494658323,0.0,1.0,1.0,0.0838608979103415,0.0,1.0,1.0,0.0,13242.0,882.7762762479382,769.1481769434268,13202.0,875.7160602125242,759.9183211415677,13170.0,877.2967671906335,759.8381045404541,30.08960726914198
421100,lmc-obs45578-966,45578,76.22056500000001,-69.03941,17.140308380126953,0.1368888169527053,16.989660263061527,0.1416996717453003,17.382322311401367,0.1850014925003052,17.875,0.069,18.249,0.05,18.209,0.071,18.377,0.086,,,,,,,0.0968586176675109,0.0,1.0,1.0,0.1734760074820854,0.0,1.0,1.0,0.0778461735453852,0.0,1.0,1.0,10.0,13350.0,879.1341428650102,776.6440432425262,13309.0,872.0711840780914,767.420485306283,13277.0,873.6556201669338,767.3368076261838,33.48283918980563
423524,lmc-obs45578-3390,45578,76.17573,-69.04888000000001,18.017837524414062,0.2572179436683655,,,,,,,,,,,,,,,,,,,0.0954226120246288,0.0,1.0,1.0,,,,,,,,,,11446.0,936.4586403021988,742.5035552933983,,,,,,,39.7877770876665
424182,lmc-obs45578-4048,45578,76.17097500000001,-69.03349,,,,,18.12217903137207,0.3326604962348938,19.35,0.195,19.398,0.064,19.233,0.104,19.432,0.1159999999999999,,,,,,,,,,,,,,,0.0388687473182468,0.0,1.0,1.0,10.0,,,,,,,11158.0,937.3496994885307,788.279758782783,38.76245021519854
