,ra,dec,photometry,distance_to_center
18077,12.688788506716207,-70.78081078864858,3286.7838714317336,121.48647549892515
18078,12.676487520353653,-70.78337761158959,3294.8977344621007,121.34972921657672
18079,12.664183323915136,-70.7859436360782,3270.5250510660817,121.21350975489774
18080,12.651875917256431,-70.78850886173942,3202.5711516216766,121.0778189047868
18081,12.63956530023442,-70.79107328819829,3103.9782659535517,120.94265845821778
18082,12.627251472707123,-70.79363691507976,3013.7772185873123,120.80803020818341
18083,12.61493443453356,-70.79619974200878,2967.681259153086,120.673935948609
18084,12.602614185573923,-70.79876176861019,2969.0331397769305,120.54037747428788
18085,12.59029072568948,-70.80132299450891,2997.7986531405595,120.40735658079548
18086,12.577964054742717,-70.80388341932975,3045.354015401151,120.2748750644236
18087,12.565634172597045,-70.8064430426975,3098.690275911719,120.14293472210097
18088,12.55330107911702,-70.80900186423689,3142.3990560911407,120.01153735131483
18089,12.007463889258347,-70.92079049947853,3045.0176934433903,114.79483656785338
18090,11.69455567559886,-70.98360265292956,2876.790146575874,112.35839559135381
18091,11.681997519639033,-70.98610441201039,2905.479666055484,112.26940939460702
18092,11.669436145639317,-70.98860534253755,2973.081808405004,112.18108951423456
18093,11.656871553547393,-70.99110544413362,3049.6185005631387,112.09343753574018
18094,11.644303743312074,-70.99360471642116,3096.956143146856,112.00645503762016
18095,11.63173271488338,-70.99610315902267,3099.8390481759834,111.92014359124299
18096,11.619158468212543,-70.99860077156053,3086.056511686339,111.83450476073081
18097,11.606581003252003,-71.0010975536573,3110.8988747941703,111.7495401028206
18098,11.594000319955411,-71.0035935049354,3170.9983516037987,111.66525116676276
18099,11.581416418277566,-71.00608862501716,3191.280826190938,111.58163949418888
18100,11.56882929817452,-71.00858291352502,3139.713863848917,111.49870661898814
18101,11.55623895960353,-71.01107637008133,3084.019660176497,111.41645406718754
18102,11.543645402523072,-71.01356899430841,3039.6579920090953,111.33488335682985
18103,11.531048626892863,-71.01606078582856,3029.2226229569965,111.2539959978512
18104,11.404903842349025,-71.04093281904092,2995.940527160782,110.48303287774738
18105,11.392271660357356,-71.04341542585074,3002.5086362866764,110.409759598444
18106,11.379636259426842,-71.0458971954195,2989.097876804484,110.33718711284952
18107,11.366997639533137,-71.04837812736932,2966.7774437842863,110.26531681438175
18108,9.013198668714772,-71.4855720706918,3472.2354029185344,109.6759222478637
18109,8.99997190274491,-71.4878933401188,3488.9584645644436,109.74172111913535
18110,8.98674193554874,-71.49021370218583,3461.776805989131,109.80823471007201
18111,8.973508767350808,-71.49253315651386,3428.085661833923,109.87546172460719
18112,8.960272398377025,-71.4948517027238,3489.1479576589877,109.9434008559033
18113,8.947032828854912,-71.49716934043668,3688.7151309814108,110.0120507864573
18114,8.933790059013383,-71.49948606927347,4082.212575948182,110.08141018822515
18115,8.920544089082764,-71.50180188885514,4720.11377011323,110.15147772274267
18116,8.907294919295063,-71.5041167988027,5447.203503079523,110.22225204123689
18117,8.894042549883366,-71.50643079873718,6018.08769824129,110.2937317847546
18118,8.133376824155818,-71.6368122303206,3367.2777323194505,115.48572065052556
18119,8.119939326701097,-71.63907280158793,3270.8958368159383,115.59550457914071
18120,8.106498646033593,-71.64133244051138,3203.3311281506867,115.70590008313037
18121,8.093054782477008,-71.64359114671313,3161.5457183833933,115.81690541280571
18122,8.0796077363566,-71.64584891981526,3151.2400581983,115.9285188155028
18123,8.066157507999197,-71.64810575944003,3156.500273105201,116.04073853567765
18124,8.052704097733207,-71.65036166520959,3166.2644790205923,116.15356281501964
18125,8.039247505888483,-71.65261663674617,3178.1322683819953,116.26698989255443
18126,8.025787732796488,-71.65487067367208,3192.3732789793653,116.38101800474647
18127,8.012324778790298,-71.65712377560952,3218.2183258205964,116.49564538560546
18128,7.998858644204369,-71.65937594218086,3259.827989776348,116.61087026678642
18129,7.98538932937479,-71.66162717300843,3308.118022847967,116.72669087769441
18130,12.717839743111945,-70.76906597409645,3185.096207228626,122.15156846940762
18131,12.705549876043866,-70.77163464906565,3214.0053043300704,122.01354059005669
18132,12.693256801106156,-70.77420252675819,3255.9176417667904,121.87603373334115
18133,12.680960518152206,-70.77676960679942,3296.455231260381,121.73904967760562
18134,12.66866102703634,-70.77933588881454,3328.2198478882647,121.60259020245226
18135,12.656358327614127,-70.78190137242889,3333.5312872073046,121.46665708864772
18136,12.644052419742106,-70.78446605726762,3293.7062489446275,121.33125211807592
18137,12.631743303278023,-70.78702994295588,3202.0950648346934,121.19637707365577
18138,12.619430978080716,-70.78959302911888,3098.6928708728474,121.06203373926299
18139,12.607115444010065,-70.79215531538168,3034.514450892763,120.92822389967075
18140,12.59479670092699,-70.79471680136932,3020.479862739654,120.79494934046826
18141,12.58247474869373,-70.79727748670686,3037.3420421192886,120.66221184798609
18142,12.570149587173422,-70.79983737101927,3085.4620956682975,120.53001320922482
18143,11.99972078863342,-70.9167196477598,2973.981713446414,115.06225193929288
18144,11.686852965848665,-70.97951837400626,2904.5497761041984,112.63165912609094
18145,11.674296449275536,-70.98201959682827,2911.872051033847,112.54289143848163
18146,11.661736716496701,-70.98451999116206,2954.564055525021,112.45478878390165
18147,11.649173767460606,-70.98701955663033,3017.8422532297172,112.3673527371112
18148,11.63660760211685,-70.98951829285576,3060.5847241212223,112.28058486587778
18149,11.624038220416255,-70.99201619946108,3059.515423850309,112.19448673085674
18150,11.611465622310764,-70.99451327606893,3045.9559842627573,112.10905988547185
18151,11.598889807753693,-70.9970095223019,3067.6943459053227,112.02430587579947
18152,11.586310776699342,-70.99950493778263,3114.5992604619005,111.94022624043573
18153,11.573728529103422,-71.00199952213372,3140.635811643977,111.85682251038801
18154,11.561143064922753,-71.00449327497769,3119.859570088382,111.77409620894525
18155,11.548554384115336,-71.00698619593709,3079.7858239510365,111.69204885156358
18156,11.371975086388854,-71.04179953005298,2979.2461129670446,110.61550394130322
18157,9.005877545387408,-71.4813779290647,3474.5342791921876,109.95621822000787
18158,8.992652816164158,-71.48369867983085,3472.5077509456764,110.02185046723977
18159,8.979424887696137,-71.48601852334187,3423.2722970600435,110.08819580830394
18160,8.966193760208487,-71.4883374592189,3398.45381439675,110.15525295664266
18161,8.95295943392783,-71.49065548708315,3457.600018132008,110.22302061497537
18162,8.93972190908228,-71.49297260655577,3571.5198411127276,110.29149747542237
18163,8.926481185901295,-71.49528881725793,3792.895410850252,110.36068221962108
18164,8.91323726461587,-71.49760411881084,4227.004802001835,110.43057351883658
18165,8.899990145458577,-71.49991851083576,4809.503562283806,110.50117003408084
18166,8.88673982866322,-71.50223199295382,5395.652136489181,110.57247041624187
18167,8.873486314465314,-71.5045445647863,5806.713611483971,110.64447330618437
18168,8.860229603101693,-71.50685622595446,5974.593810176911,110.71717733487957
18169,8.12619440407777,-71.63258409128254,3210.8339300895395,115.75199749573807
18170,8.11275907543036,-71.63484415124644,3185.338850502402,115.86152962252393
18171,8.09932056559026,-71.63710327898485,3162.8266421410935,115.97167239250935
18172,8.085878874881663,-71.63936147412012,3149.116068106433,116.08242406665855
18173,8.072434003630505,-71.64161873627462,3152.9574275209166,116.19378290293281
18174,8.058985952164075,-71.64387506507073,3165.93311278101,116.30574715640111
18175,8.045534720811334,-71.64613046013086,3190.8114206294326,116.41831507933883
18176,8.032080309902565,-71.64838492107748,3226.8759087394906,116.5314849213387
18177,8.018622719769974,-71.65063844753298,3256.1970095167185,116.64525492940643
18178,8.005161950747034,-71.65289103911995,3269.6592448679976,116.75962334806682
18179,7.991698003168771,-71.65514269546084,3285.953382189373,116.87458841947068
18180,7.978230877371915,-71.65739341617815,3318.9300574446643,116.99014838348971
18181,7.964760573694627,-71.65964320089456,3353.469825343091,117.10630147781555
18182,12.69772212568144,-70.76759424312742,3166.488151528142,122.2656950872076
18183,12.685430542721907,-70.77016157995979,3205.9830891292395,122.12847492019246
18184,12.673135753512986,-70.77272811919215,3266.462988465153,121.99177711026093
18185,12.660837757909956,-70.77529386045,3321.554477273422,121.85560342813056
18186,12.64853655576908,-70.77785880335868,3331.693591772803,121.71995564566033
18187,12.636232146947876,-70.78042294754364,3304.2293461860536,121.58483553575827
18188,12.623924531304825,-70.78298629263016,3242.248712557084,121.45024487232985
18189,12.611613708699577,-70.78554883824354,3160.1679723856278,121.31618543019331
18190,12.59929967899283,-70.78811058400908,3089.4372864080415,121.1826589850153
18191,12.58698244204643,-70.79067152955201,3057.593098400991,121.04966731322985
18192,12.574661997723332,-70.79323167449749,3072.462898091901,120.91721219197483
18193,11.99198092503928,-70.91264849968132,2913.9130185349145,115.329762726801
18194,11.679153498022245,-70.97543380308007,2925.640532769752,112.90499221090816
18195,11.666598621017297,-70.97793448981867,2928.443102948497,112.81644203150083
18196,11.65404052963973,-70.98043434813448,2943.751281154796,112.72855560518566
18197,11.641479223838704,-70.98293337765044,2970.3228139011035,112.64133449606209
18198,11.628914703564597,-70.98543157798939,2988.5939468431443,112.55478026126207
18199,11.616346968769061,-70.98792894877421,2984.6482983167843,112.46889445081887
18200,11.603776019404815,-70.99042548962774,2981.473505081499,112.38367860755935
18201,11.591201855425922,-70.9929212001728,2989.1961023161452,112.29913426697638
18202,11.578624476787539,-70.99541608003214,3041.6023088802413,112.21526295711472
